_id,CODIGO,DESCRIPCIÓN,TIPO DE COMPRA,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACÉN CDPA SEPTIEMBRE,CANTIDAD EXISTENCIA ALMACÉN CDDI SEPTIEMBRE,CANTIDAD EXISTENCIA ALMACÉN CDCH SEPTIEMBRE,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE,MONTO DE EXISTENCIAS EN B/.
113,209035201,"CINTA ADHESIVA DE TELA DE ALGODON (ESPARADRAPO).  SE SOLICITA TAMAÑO DE 2"" X 10 Yds",TRAMITE USUAL,2.888999999999999790389892950770445168018341064453125,5760,1500,1800,9060,26174.33999999999650754034519195556640625
114,209035202,"CINTA ADHESIVA DE TELA DE ALGODON (ESPARADRAPO)  (SE SOLICITA TAMAÑO DE 3"" X 10 Yds).",TRAMITE USUAL,6.769999999999999573674358543939888477325439453125,0,0,0,0,0
115,209035203,"CINTA  ADHESIVA DE PLASTICO TRANSPARENTE. SE SOLICITA DE 1"" X 10 YARDAS                                                                                                                                                                                                                                 CINTA ADHESIVA DE PLASTICO TRANSPARENTE, HIPOALERGENICO, RESISTENTE A LA HUMEDAD (IMPERMEABLE),
TAMAÑO DE 1/2´´ A 3´´POR 10 YARDA O MAS DE LONGITUD.
LA INSTITUCION SOLICITARA EL TAMAÑO QUE REQUIERA.",TRAMITE USUAL,1.1149999999999999911182158029987476766109466552734375,0,0,0,0,0
116,209035300,CINTA ADHESIVA DE TELA DE ALGODON (ESPARADRAPO) DE CORTE SURTIDO,TRAMITE USUAL,16.379999999999999005240169935859739780426025390625,0,0,0,0,0
117,209035400,"CINTA ADHESIVA DE PAPEL MICROPOROSO. (SE SOLICITA DE 2"" DE ANCHO X 10 YARDAS DE LONGITUD).                                                                                                                                                                                                                                  
",TRAMITE USUAL,1.9499999999999999555910790149937383830547332763671875,0,0,0,0,0
118,209035401,"CINTA ADHESIVA DE PAPEL MICROPOROSO. (SE SOLICITA DE 3"" X 10 Yads)                                                                                                                                                                                                                                                                      ",TRAMITE USUAL,1.9499999999999999555910790149937383830547332763671875,30732,660,0,31392,61214.4000000000014551915228366851806640625
119,209036301,"CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .",TRAMITE USUAL,0.1700000000000000122124532708767219446599483489990234375,7632148,25000,0,7657148,1301715.1600000001490116119384765625
120,209036501,"GASA SIMPLE  TAMAÑO 3"" X 3"",12 DOBLECES NO ESTERIL.",TRAMITE USUAL,0.059999999999999997779553950749686919152736663818359375,0,0,0,0,0
121,209036503,"GASA SIMPLE 4"" X 4"" CON 16 DOBLECES, NO ESTERIL.",TRAMITE USUAL,0.04499999999999999833466546306226518936455249786376953125,0,0,0,0,0
122,209036505,"GASA SIMPLE 8"" X 4"" CON 12 DOBLECES, NO ESTÉRIL.   ",TRAMITE USUAL,0.070000000000000006661338147750939242541790008544921875,558000,0,192000,750000,52500.0000000000072759576141834259033203125
123,209037800,"GUANTES DE EXPLORACIÓN DE LÁTEX, NO ESTÉRIL (SE SOLICITA TAMAÑO CHICO).",TRAMITE USUAL,0.041000000000000001720845688168992637656629085540771484375,0,0,0,0,0
124,209037801,"GUANTES DE EXPLORACIÓN DE LÁTEX, NO ESTÉRIL (SE SOLICITA TAMAÑO MEDIANO). ",TRAMITE USUAL,0.08500000000000000610622663543836097232997417449951171875,0,0,0,0,0
125,209037802,"GUANTES DE EXPLORACIÓN DE LÁTEX, NO ESTÉRIL (Se solicita tamaño grande) ",TRAMITE USUAL,0.0899999999999999966693309261245303787291049957275390625,0,0,0,0,0
126,209037900,"GUANTE QUIRURGICO DE LATEX ESTERIL.  SE SOLICITA TAMAÑO 6  1/2""  ",TRAMITE USUAL,0.23499999999999998667732370449812151491641998291015625,0,0,0,0,0
127,209037901,"GUANTES QUIRURGICO DE LATEX ESTERI (SE SOLICITA TAMAÑO 7 "").",TRAMITE USUAL,0.270000000000000017763568394002504646778106689453125,0,0,0,0,0
128,209037902,"GUANTES QUIRURGICO DE LATEX ESTERIL   (SE SOLICITA TAMAÑO 7 1/2"")",TRAMITE USUAL,0.2300000000000000099920072216264088638126850128173828125,0,0,0,0,0
129,209037903,"GUANTES QUIRURGICO DE LATEX ESTERIL  (SE SOLICITA TAMAÑO 8"").",TRAMITE USUAL,1.024999999999999911182158029987476766109466552734375,0,0,0,0,0
130,209038100,"ALGODON COMPRIMIDO 100% (SE SOLICITA  3"" x 4 YARDAS)
",TRAMITE USUAL,0.729999999999999982236431605997495353221893310546875,0,0,0,0,0
131,209038101,"VENDAJE DE 100% DE ALGODÓN COMPRIMIDO, NO ESTÉRIL (Se solicita tamaño 4""x 4 yardas) ",TRAMITE USUAL,0.56999999999999995115018691649311222136020660400390625,0,0,0,0,0
132,209038102,"ALGODON COMPRIMIDO 100% - 6"" x 4 YARDAS  (SE SOLICITA TAMAÑO 6 x 4"")",TRAMITE USUAL,0.4899999999999999911182158029987476766109466552734375,0,0,0,0,0
133,209038200,"HOJA, BISTURÍ, ACERO INOXIDABLE Nº10",TRAMITE USUAL,0.284999999999999975575093458246556110680103302001953125,0,0,0,0,0
134,209038201,HOJA DE BISTURÍ  DE ACERO INOXIDABLE (SE SOLICITA TAMAÑO N° 11),TRAMITE USUAL,1.0349999999999999200639422269887290894985198974609375,0,0,0,0,0
135,209038203,HOJA DE BISTURÍ  DE ACERO INOXIDABLE (SE SOLICITA TAMAÑO N° 15),TRAMITE USUAL,1.0349999999999999200639422269887290894985198974609375,0,0,0,0,0
136,209038204,HOJA DE BISTURÍ  DE ACERO INOXIDABLE (SE SOLICITA TANAÑO N° 23) ,TRAMITE USUAL,1.0749999999999999555910790149937383830547332763671875,0,0,0,0,0
137,209038206,CUCHILLETE ESPATULADO ESTILO CRESCENT ,TRAMITE USUAL,15,60,0,60,120,1800
138,209038207,CUCHILLA PARA FACOEMULSIFICACIÓN (Se solicita de 2.65mm),TRAMITE USUAL,15.2249999999999996447286321199499070644378662109375,180,0,0,180,2740.5
139,209038208,CUCHILLA PARA FACOEMULSIFICACIÓN.  (SE SOLICITA TAMAÑO  3.2MM),TRAMITE USUAL,10.5,0,0,0,0,0
140,209039500,JERINGUILLA 2 ONZ. ( 60ML),TRAMITE USUAL,0.8000000000000000444089209850062616169452667236328125,0,0,0,0,0
141,209039800,JERINGUILLA DE 2-3 ML DE CAPACIDAD CON AGUJA DE 21 G X 1½ PULGADAS.,TRAMITE USUAL,0.1000000000000000055511151231257827021181583404541015625,0,0,0,0,0
142,209039900,"JERINGUILLA DE 5 -6 ML,     (SE SOLICITA CON AGUJA 21 G X 1½ PULGADAS)",TRAMITE USUAL,0.0350000000000000033306690738754696212708950042724609375,0,0,0,0,0
143,209040100,AGUJA METALICA CON PISTOLA AUTOMATICA PARA TOMA DE BIOPSIA.  (SE SOLICITA EL TAMAÑO 18G  X 10 A 25CM.),TRAMITE USUAL,31.89999999999999857891452847979962825775146484375,0,0,0,0,0
144,209040200,"JERINGUILLA DE 10 -12 ML, CON AGUJA DE 21 G X 1½ PULGADAS.",TRAMITE USUAL,0.03225999999999999701127961770907859317958354949951171875,0,0,0,0,0
145,209040500,"CANULA PARA IRRIGACION, CAUTERIO Y SUCCION ENDOSCOPICA DE GANCHO DE 5MM.",TRAMITE USUAL,100,0,0,0,0,0
146,209040600,SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS REDONDO.  SE SOLICITA DE 10mm CON RESERVORIO DE 100CC,TRAMITE USUAL,16.809999999999998721023075631819665431976318359375,0,0,0,0,0
147,209040601,SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS REDONDO. (SE SOLICITARA DE 7mm CON RESERVORIO DE 100CC),TRAMITE USUAL,17.1700000000000017053025658242404460906982421875,0,0,0,0,0
148,209040900,"JERINGUILLA 20-25 ML,       (SE SOLICITA PUNTA DE ROSCA SIN AGUJA)",TRAMITE USUAL,0.04427999999999999991562305012848810292780399322509765625,1576600,114400,109500,1800500,79726.139999999999417923390865325927734375
149,209041200,"JERINGUILLA 50-60ML. SE SOLICITA  50ml, PUNTA ROSCA S/AGUJA",TRAMITE USUAL,0.2049999999999999877875467291232780553400516510009765625,531200,0,2000,533200,109306
150,209041900,"JERINGUILLA DE TUBERCULINA CON AGUJA 25 G X 5/8"".",TRAMITE USUAL,3.45000000000000017763568394002504646778106689453125,0,0,0,0,0
151,209041901,"JERINGUILLA DE TUBERCULINA     (SE SOLICITA CON AGUJA 26 G X 3/8"")",TRAMITE USUAL,0.0307000000000000015931700403370996355079114437103271484375,6213600,43100,5800,6262500,192258.75
152,209042805,ROPA DESECHABLE PARA CIRUGIA ARTROSCOPICA,TRAMITE USUAL,30.67999999999999971578290569595992565155029296875,0,0,0,0,0
153,209043101,"MASCARA DE TIENDA PARA OXIGENO DE ADULTO CON TUBO CORRUGADO MÁSCARA DE TIENDA, PARA ADULTO, DESECHABLE, DE VINIL TRANSPARENTE, MUY SUAVE, MOLDEADO PARA LA BARBILLA, TUBO CORRUGADO DE 6PIES ( 72 PULGADAS ), BANDA DE ELÁSTICO PARA LA CABEZA.",TRAMITE USUAL,2,0,0,0,0,0
154,209043200,"RESPIRADORES CONTRA PARTICULAS DE ALTA FILTRACION N95 CON O SIN VALVULA DE EXALACION.        (SE SOLICITA TAMAÑO GRANDE , SIN VALVULA DE EXALACION).",TRAMITE USUAL,0.92339999999999999857891452847979962825775146484375,0,0,0,0,0
155,209044100,"LLAVE DE TRES VIAS CON DOS (2) CONECTORES,ESTÉRIL.",TRAMITE USUAL,0.375,71600,2000,2400,76000,28500
156,209044300,"MALLA PARA REFORZAR PLANOS ANATOMICOS  SE SOLICITA DE 7.5 CM X 12.5CM                                                                                                                                                                                                                                                                                                                                        Para reparación tisular convencional y laparoscópica.
Especificaciones: 
1. Estéril.
2. Polipropileno monofilamentoso no absorbible.
3. Flexible.
4. Bordes lisos redondeados.
5. Autoexpandible.
6. Tamaños:
• 7.5cm a 30.4cm (3” a 12”) x 7.5cm a 35.5cm (3” a 14”).",TRAMITE USUAL,48,180,0,0,180,8640
157,209044400,MALLA PARA REFORZAR PLANOS ANATOMICOS. SE SOLICITA TAMAÑO DE 15 CM X 15CM,TRAMITE USUAL,19.60000000000000142108547152020037174224853515625,0,0,0,0,0
158,209044401,"MALLA PARA REFORZAR PLANOS ANATOMICOS, 3"" A 10"" (7.5 A 25.4CM.) X 5"" A 14"" ( 12.5CM  A 35CM),  (SOLICITAMOS  22.9CM X 35CM.)",TRAMITE USUAL,131.5,0,0,0,0,0
159,209045000,MASCARILLA RECTANGULAR CON VISOR  (SE SOLICITA CON VISOR PARA ADULTO),TRAMITE USUAL,0.158700000000000007727152251391089521348476409912109375,401516,19000,1000,421516,66894.589200000002165324985980987548828125
160,209045100,MASCARILLA PARA OXIGENO DE MEDIA CONCENTRACION  (SE SOLICITA TAMAÑO ADULTO ALARGADA SIN RESVORIO )                                                                                                                                                                                                                                                            ,TRAMITE USUAL,1.6599999999999999200639422269887290894985198974609375,0,0,0,0,0
161,209045200,"MASCARILLA RECTANGULAR DESECHABLE CUATRO TIRAS , CON O SIN VISOR. (SE SOLICITA  SIN VISOR TAMAÑO ADULTO)",TRAMITE USUAL,0.0899999999999999966693309261245303787291049957275390625,0,0,0,0,0
162,209045301,"CONECTOR PARA ADMINISTRACION DE SOLUCION INTRAVENOSA CON BURETA (MICROGOTERO) (SE SOLICITA SITIO DE INYECCION CON MENBRANA  Y SITIO EN""Y""  LIBRE DE AGUJA) (SOLICITAMOS LIBRE DE AGUJA.)
",TRAMITE USUAL,2.305000000000000159872115546022541821002960205078125,0,0,0,0,0
163,209045304,MICRONEBULIZADOR CON MASCARA. (SE SOLICITA TAMAÑO PEDIÁTRICO),TRAMITE USUAL,0.403650000000000008792966355031239800155162811279296875,0,0,0,0,0
164,209045306,MICRONEBULIZADOR CON MASCARA. (SE SOLICITA TAMAÑO ADULTO),TRAMITE USUAL,0.414449999999999985078602549037896096706390380859375,0,0,0,0,0
165,209045502,ALGODÓN EN MOTAS (Se solicita mota de 0.7gr) ,TRAMITE USUAL,0.005000000000000000104083408558608425664715468883514404296875,463400,946000,854000,2263400,11317
166,209046111,"PAÑAL DESECHABLE PARA RECIEN NACIDO HASTA 5 LIBRAS (2.27Kg)                                                                                                                                                                                                                                                         
",TRAMITE USUAL,0.2149999999999999966693309261245303787291049957275390625,0,0,0,0,0
167,209046112,"PAÑAL DESECHABLE PARA ADULTO. SE SOLICITA TAMAÑO DE CINTURA 45"" A  58"" ( 114.3 CM A 147.32 CM)DE TELA NO TEJIDA)",TRAMITE USUAL,0.4050000000000000266453525910037569701671600341796875,0,0,0,0,0
168,209046113,PAÑAL DESECHABLE PARA NIÑO. SE SOLICITA PESO DE 6 A 14 LBS,TRAMITE USUAL,0.2200000000000000011102230246251565404236316680908203125,0,0,0,0,0
169,209046114,PAÑAL DESECHABLE PARA NIÑO. SE SOLICITA PESO DE 12 A 24 LBS.                                                                                                                                                                                                                                                      ,TRAMITE USUAL,0.304999999999999993338661852249060757458209991455078125,0,0,0,0,0
170,209046700,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO), SE SOLICITA DE 8"" X 8"" (20 CMS X 20 CMS).",TRAMITE USUAL,0.0297000000000000007049916206369744031690061092376708984375,0,0,0,0,0
171,209046701,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO) SE SOLICITA DE 12"" X  12"" (30 CMS X 30 CMS)",TRAMITE USUAL,0.055000000000000000277555756156289135105907917022705078125,0,0,0,0,0
172,209046704,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MINIMO 60 GRAMOS POR METRO CUADRADO), SE SOLICITA DE 16"" X  16"" (40 CMS X 40 CMS)",TRAMITE USUAL,0.036799999999999999378275106209912337362766265869140625,0,0,0,0,0
173,209046705,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MINIMO 60 GRAMOS POR METRO CUADRADO),  SE SOLICITA 18"" X 18"" (46 CMS. X 46 CMS.)",TRAMITE USUAL,0.08000000000000000166533453693773481063544750213623046875,0,0,0,0,0
174,209046707,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO), (SE SOLICITA DE 24"" X 24"" 60 CMS. X 60 CMS.)",TRAMITE USUAL,0.10499999999999999611421941381195210851728916168212890625,0,0,0,0,0
175,209046709,"PAPEL PARA ESTERILIZAR GRADO MÉDICO (MÍNIMO 60 GRAMOS POR METRO CUADRADO),  SOLICITAMOS 30"" X 30"" (75 CMS. 75 CMS).",TRAMITE USUAL,0.2200000000000000011102230246251565404236316680908203125,0,0,0,0,0
176,209047500,"PINZA DE AGARRE LAPAROSCOPICA CON DIENTE, 5MM DESECHABLE",TRAMITE USUAL,60.53999999999999914734871708787977695465087890625,400,0,0,400,24216
177,209047501,"INSTRUMENTO PARA LIGAR VASOS DE TITANIUM, DESECHABLE  (SE SOLICITA TAMAÑO GRANDE)",TRAMITE USUAL,94.5400000000000062527760746888816356658935546875,0,108,0,108,10210.320000000001527951098978519439697265625
178,209047502,"INSTRUMENTO PARA LIGAR VASOS DE TITANIUM, DESECHABLE  (SE SOLICITA TAMAÑO MEDIANO)",TRAMITE USUAL,60.8900000000000005684341886080801486968994140625,0,0,0,0,0
179,209047600,PLACA PARA IMPRESIÓN PLANTAR,TRAMITE USUAL,1.149999999999999911182158029987476766109466552734375,0,0,0,0,0
180,209048600,"SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS. SE SOLICITA DE 19FR.,  DE SILICONA RESERVORIO 400CC A 450CC",TRAMITE USUAL,33.68999999999999772626324556767940521240234375,0,0,0,0,0
181,209048901, SISTEMA PARA ASPIRACION DE MUESTRA DE MUCOSIDADES (TRAMPA),TRAMITE USUAL,1.649999999999999911182158029987476766109466552734375,0,100,0,100,165
182,209049500,JUEGO DE BOLSA DESECHABLE PARA CADÁVER,TRAMITE USUAL,6.92999999999999971578290569595992565155029296875,13050,500,200,13750,95287.5
183,209049600,CONECTOR LIBRE DE AGUJAS PARA ACCESOS VASCULARES VENOSOS,TRAMITE USUAL,1.7399999999999999911182158029987476766109466552734375,0,0,0,0,0
184,209049700,SET DESECHABLE PARA REMOVER PUNTOS DE SUTURAS. SE SOLICITA PINZA DE METAL,TRAMITE USUAL,1.770000000000000017763568394002504646778106689453125,0,0,0,0,0
185,209049704,"SISTEMA DE CATÉTER URETERAL DOBLE J, PARA ADULTO.                    (SE SOLICITA DIAMETRO DE 6FR)",TRAMITE USUAL,132.5,0,0,0,0,0
186,209049800,"BANDEJA PARA PREPARACIÓN Y RASURADO DE LA PIEL
DESECHABLE PARA LA PREPARACION Y RASURADO DE LA PIEL, COMPUESTO POR: 1- BANDEJA PLÀSTICA CON COMPARTIMIENTOS. 2- UNA MAQUINA DE RASURAR CON SU HOJA. 3- GASA 4"" X 4"". 4- CON SOLUCION JABONOSA DE BETHADINE. 5- DOS (2) APLICADORES DE 3"" CON PUNTA DE ALGODÒN. 6- DOS (2)TOALLAS PARA LA LIMPIEZA.BANDEJA PARA PREPARACION Y RASURADO DE LA PIEL.",TRAMITE USUAL,1.2849999999999999200639422269887290894985198974609375,0,0,0,0,0
187,209049802,RECIPIENTE PARA SUCCION  SE SOLICITA Con válvulas de cierre,TRAMITE USUAL,2.734999999999999875655021241982467472553253173828125,1400,300,0,1700,4649.5
188,209049803,"RECIPIENTE PARA SUCCION      SE SOLICITA Con válvulas de cierre -Capacidad De  2000 A 3000 cc DEBE ENTREGAR LOS EQUIPOS Y CONECTORES NECESARIOS PARA SU UTILIZACION, MINIMO 300 UNIDADES O SER COMPATIBLE CON EQUIPO EN LA INSTITUCION ADJUDICACION GLOBAL CON EL RENGLON 367",TRAMITE USUAL,2.770000000000000017763568394002504646778106689453125,0,0,0,0,0
189,209050104,SISTEMA DE SUCCION E IRRIGACION LAPAROSCOPICA CON ESPATULA,TRAMITE USUAL,54.9669999999999987494447850622236728668212890625,4351,10,0,4361,239711.0869999999995343387126922607421875
190,209051000,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. SE SOLICITA TAMAÑO 8 FR,TRAMITE USUAL,0.396799999999999986055598810708033852279186248779296875,0,0,0,0,0
191,209051001,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMAÑO 10 FR),TRAMITE USUAL,0.396799999999999986055598810708033852279186248779296875,0,1000,925,1925,763.839999999999918145476840436458587646484375
192,209051002,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMAÑO 12 FR),TRAMITE USUAL,0.434999999999999997779553950749686919152736663818359375,0,0,0,0,0
193,209051003,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMAÑO 14 FR),TRAMITE USUAL,0.38719999999999998863131622783839702606201171875,0,0,0,0,0
194,209051004,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. SE SOLICITA  TAMAÑO 16FR,TRAMITE USUAL,0.6350000000000000088817841970012523233890533447265625,0,1830,250,2080,1320.799999999999954525264911353588104248046875
195,209051005,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMAÑO 18 FR),TRAMITE USUAL,0.419999999999999984456877655247808434069156646728515625,0,0,0,0,0
196,209051201,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 8FR DE 35CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.
",TRAMITE USUAL,0.9899999999999999911182158029987476766109466552734375,0,0,0,0,0
197,209051300,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 10FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.

",TRAMITE USUAL,0.71499999999999996891375531049561686813831329345703125,0,0,0,0,0
198,209051301,"CATETER DE SUCCION NASO-FARINGEA. (SE SOICITA, CALIIBRE 12FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.)",TRAMITE USUAL,0.445000000000000006661338147750939242541790008544921875,0,0,0,0,0
199,209051302,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 14FR DE 45CM DE LONGITUD, CON GRADUACION Y PRESENTACION LONGITUDINAL.

",TRAMITE USUAL,0.58499999999999996447286321199499070644378662109375,0,0,0,0,0
200,209051303,"CATETER DE SUCCION NASO-FARINGEA. (SE SOLICITA, CALIBRE 16FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.)",TRAMITE USUAL,0.58999999999999996891375531049561686813831329345703125,0,0,0,0,0
201,209051304,"CATETER DE SUCCION NASO-FARINGEA SE SOLICITA CALIBRE 18Fr,45cm DE LONGITUD CON GRADUACION Y PRESENTACION LONGITUDINAL
",TRAMITE USUAL,0.7399999999999999911182158029987476766109466552734375,0,0,0,0,0
202,209051901,"MALLA HEMOSTATICA  (SE SOLICITA TIPO MALLA 2"" X 14"", 5CM X 35CM)                                                                                                                                                                                                                                                                                                                            ",TRAMITE USUAL,22.25,0,0,0,0,0
203,209051902,"MALLA HEMOSTATICA       SE SOLICITA  TIPO MALLA 4"" X 8"", 10CM X 20CM",TRAMITE USUAL,31.940000000000001278976924368180334568023681640625,1425,0,0,1425,45514.5
204,209051903,MALLA HEMOSTATICA (SE SOLICITA TIPO TELA DE 7.5 CM X 10.2CM DE LARGO).,TRAMITE USUAL,72.1650000000000062527760746888816356658935546875,0,0,0,0,0
205,209051906,MALLA QUIRURGICA TRIDIMENSIONAL PARA REFORZAR PLANOS ANATOMICOS  SE SOLICITA  4.5CM X 7.5CM                                                                                                                                                                                                                      ,TRAMITE USUAL,194.12101000000001249645720236003398895263671875,0,0,0,0,0
206,209051907,MALLA QUIRURGICA TRIDIMENSIONAL PARA REFORZAR PLANOS ANATOMICOS  (SE SOLICITA 4.5CMS X 10CM  (BASE DE 10CMS TAMAÑO GRANDE)                                                                                                                                                                                                                      ,TRAMITE USUAL,206.1100000000000136424205265939235687255859375,0,0,0,0,0
207,209052001,MALLA EXPANDIBLE TUBULAR            (SE SOLICITA TAMAÑO 1),TRAMITE USUAL,3.622529999999999805737616043188609182834625244140625,0,118,0,118,427.4585399999999708597897551953792572021484375
208,209052002, MALLA EXPANDIBLE TUBULAR. SE SOLICITA  TAMAÑO 2 CON CODIFICACIÓN DE COLORES. ,TRAMITE USUAL,3.12999999999999989341858963598497211933135986328125,0,0,0,0,0
209,209052004," MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMAÑO 4, SIN CODIFICADOR DE COLORES.",TRAMITE USUAL,5.3849999999999997868371792719699442386627197265625,0,0,0,0,0
210,209052005,MALLA EXPANDIBLE TUBULAR.           (SE SOLICITA TAMAÑO 5),TRAMITE USUAL,6.88999999999999968025576890795491635799407958984375,0,0,0,0,0
211,209052006, MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMAÑO 6,TRAMITE USUAL,6.98500000000000031974423109204508364200592041015625,0,0,0,0,0
212,209052007,MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMAÑO 7,TRAMITE USUAL,8.6844099999999997407940099947154521942138671875,0,0,0,0,0
213,209052008,MALLA EXPANDIBLE TUBULAR.   (SE SOLICITA TAMAÑO 8 SIN CODIFICADOR DE COLORES),TRAMITE USUAL,9.280120000000000146656020660884678363800048828125,11526,334,0,11860,110062.223200000007636845111846923828125
214,209052009,MALLA EXPANDIBLE TUBULAR. SE SOLICITA TAMAÑO 9 SIN CODIFICADOR DE COLORES.,TRAMITE USUAL,16.22500000000000142108547152020037174224853515625,174,196,104,474,7690.6500000000005456968210637569427490234375
215,209052102,"FÉRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA CIRCUNFERENCIA: PEQUEÑO DE 10"" A 13"". ALTURA: DE 2¼ A 3¼",TRAMITE USUAL,10.8241700000000005132960723130963742733001708984375,76,0,0,76,822.6369200000000319050741381943225860595703125
216,209052103,"FÉRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA, CIRCUNFERENCIA: MEDIANO DE 13"" A 16"". ALTURA: DE 2¼ A 4¼",TRAMITE USUAL,20,0,0,0,0,0
217,209052104,"FÉRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA (Se solicita circunferencia grande de  16"" a 19"", altura de 1½"" a 5¼"")                                                                                                   ",TRAMITE USUAL,14.1099999999999994315658113919198513031005859375,204,20,5,229,3231.19000000000005456968210637569427490234375
218,209052502,TAPON HEPARINIZADO PARA CANULA INTRAVENOSA. Para el cierre temporal de cánula intravenosa y administración de medicamentos a intervalos regulares.(Se Solicita con membrana de látex y con Con conexión de rosca (luer lock).,TRAMITE USUAL,0.1650000000000000077715611723760957829654216766357421875,0,0,0,0,0
219,209052801,TIJERA CURVA PARA CIRUGIA LAPAROSCÓPICA. ,TRAMITE USUAL,34.219999999999998863131622783839702606201171875,0,0,0,0,0
220,209053500,TUBO UNIVERSAL DE PLASTICO.  SE SOLICITA DE 6 MM. (1/4 DE PULGADA) DE LONGITUD DE 30 MT. (100PIES),TRAMITE USUAL,9.925000000000000710542735760100185871124267578125,0,0,0,0,0
221,209054600,"TUBO NASOGASTRICA TIPO LEVIN .SOLICITAMOS TAMAÑO 8 FR, LONG 120CM.
",TRAMITE USUAL,1.1149999999999999911182158029987476766109466552734375,0,0,0,0,0
222,209054601,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMAÑO 10FR, LONG 120CM
",TRAMITE USUAL,0.6149999999999999911182158029987476766109466552734375,100,300,100,500,307.5
223,209054602,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMAÑO 12 FR, LONG 120CM
",TRAMITE USUAL,0.97499999999999997779553950749686919152736663818359375,0,270,100,370,360.75
224,209054700,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMAÑO 18 FR, LONG 120CM",TRAMITE USUAL,1.0449999999999999289457264239899814128875732421875,0,0,0,0,0
225,209054800,"TUBO NASOGÁSTRICO TIPO LEVIN (Se solicita de 16 FR, longitud 120cm)  
",TRAMITE USUAL,0.95499999999999996003197111349436454474925994873046875,0,0,0,0,0
226,209055601,TUBO ENDOTRAQUEAL CON BALON            (SE SOLICITA TAMAÑO DE 7MM),TRAMITE USUAL,0.51300000000000001154631945610162802040576934814453125,47360,420,300,48080,24665.0400000000008731149137020111083984375
227,209055602,TUBO ENDOTRAQUEAL CON BALON. SE SOLICITA TAMAÑO DE 7.5MM,TRAMITE USUAL,0.51300000000000001154631945610162802040576934814453125,24560,1030,140,25730,13199.489999999999781721271574497222900390625
228,209055603,TUBO ENDOTRAQUEAL CON BALON             (SE SOLICITA TAMAÑO DE 8MM),TRAMITE USUAL,0.51300000000000001154631945610162802040576934814453125,35480,0,70,35550,18237.1500000000014551915228366851806640625
229,209055604,TUBO ENDOTRAQUEAL CON BALON.                                      (SE SOLICITA TAMAÑO DE 8.5MM),TRAMITE USUAL,0.51300000000000001154631945610162802040576934814453125,0,220,0,220,112.8599999999999994315658113919198513031005859375
230,209055901,CANÚLA DE TRAQUEOSTOMÍA. SE SOLICITA TAMAÑO N° 8,TRAMITE USUAL,46.25,0,0,52,52,2405
231,209055904,CANÚLA DE TRAQUEOSTOMÍA.                      (SE SOLICITA TAMAÑO N° 6),TRAMITE USUAL,39.99000000000000198951966012828052043914794921875,0,136,0,136,5438.6400000000003274180926382541656494140625
