CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO, CANTIDAD EXISTENCIA ALMACêN CDDI JULIO,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO,MONTO DE EXISTENCIAS EN B/.,,
209038201,HOJA DE BISTUR÷  DE ACERO INOXIDABLE (SE SOLICITA TAMA•O N¯ 11),1.04 ,0 ,0 ,0 ,0,0.00,,
209038203,HOJA DE BISTUR÷  DE ACERO INOXIDABLE (SE SOLICITA TAMA•O N¯ 15),1.04 ,0 ,0 ,0 ,0,0.00,,
209038204,HOJA DE BISTUR÷  DE ACERO INOXIDABLE (SE SOLICITA TANA•O N¯ 23) ,1.08 ,0 ,0 ,0 ,0,0.00,,
209038206,CUCHILLETE ESPATULADO ESTILO CRESCENT ,15.00 ,0 ,0 ,120 ,120,"1,800.00",,
209038207,CUCHILLA PARA FACOEMULSIFICACI‡N (Se solicita de 2.65mm),15.23 ,576 ,0 ,0 ,576,"8,769.60",,
209038208,CUCHILLA PARA FACOEMULSIFICACI‡N.                             (SE SOLICITA TAMA•O  3.2MM),10.50 ,0 ,0 ,0 ,0,0.00,,
209039500,JERINGUILLA 2 ONZ. ( 60ML),0.80 ,0 ,400 ,0 ,400,320.00,,
209039800,JERINGUILLA DE 2-3 ML DE CAPACIDAD CON AGUJA DE 21 G X 1´ PULGADAS.,0.10 ,0 ,0 ,0 ,0,0.00,,
209039900,"JERINGUILLA DE 5 -6 ML,     (SE SOLICITA CON AGUJA 21 G X 1´ PULGADAS)",0.04 ,0 ,0 ,0 ,0,0.00,,
209040100,AGUJA METALICA CON PISTOLA AUTOMATICA PARA TOMA DE BIOPSIA.  (SE SOLICITA EL TAMA•O 18G  X 10 A 25CM.),31.90 ,0 ,0 ,0 ,0,0.00,,
209040200,"JERINGUILLA DE 10 -12 ML, CON AGUJA DE 21 G X 1´ PULGADAS.",0.03 ,0 ,0 ,0 ,0,0.00,,
209040500,"CANULA PARA IRRIGACION, CAUTERIO Y SUCCION ENDOSCOPICA DE GANCHO DE 5MM.",54.98 ,0 ,0 ,0 ,0,0.00,,
209040600,SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS REDONDO.  SE SOLICITA DE 10mm CON RESERVORIO DE 100CC,9.44 ,0 ,0 ,0 ,0,0.00,,
209040601,SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS REDONDO.              (SE SOLICITARA DE 7mm CON RESERVORIO DE 100CC),3.93 ,0 ,0 ,0 ,0,0.00,,
209040900,"JERINGUILLA 20-25 ML,       (SE SOLICITA PUNTA DE ROSCA SIN AGUJA)",0.04 ,"4,964,400 ","22,400 ","59,600 ","5,046,400","223,454.59",,
209041200,"JERINGUILLA 50-60ML. SE SOLICITA  50ml, PUNTA ROSCA S/AGUJA",0.21 ,"1,011,600 ","14,400 ",50 ,"1,026,050","210,340.25",,
209041900,"JERINGUILLA DE TUBERCULINA CON AGUJA 25 G X 5/8"".",3.45 ,0 ,0 ,0 ,0,0.00,,
209041901,"JERINGUILLA DE TUBERCULINA     (SE SOLICITA CON AGUJA 26 G X 3/8"")",0.02 ,"6,489,000 ","16,000 ",0 ,"6,505,000","137,385.60",,
209042805,ROPA DESECHABLE PARA CIRUGIA ARTROSCOPICA,25.33 ,0 ,0 ,0 ,0,0.00,,
209043101,"MASCARA DE TIENDA PARA OXIGENO DE ADULTO CON TUBO CORRUGADO MµSCARA DE TIENDA, PARA ADULTO, DESECHABLE, DE VINIL TRANSPARENTE, MUY SUAVE, MOLDEADO PARA LA BARBILLA, TUBO CORRUGADO DE 6PIES ( 72 PULGADAS ), BANDA DE ELµSTICO PARA LA CABEZA.",2.00 ,0 ,0 ,0 ,0,0.00,,
209043200,"RESPIRADORES CONTRA PARTICULAS DE ALTA FILTRACION N95 CON O SIN VALVULA DE EXALACION.        (SE SOLICITA TAMA•O GRANDE , SIN VALVULA DE EXALACION).",0.92 ,0 ,0 ,0 ,0,0.00,,
209044100,"LLAVE DE TRES VIAS CON DOS (2) CONECTORES,ESTêRIL.",0.38 ,"208,600 ","2,900 ","11,400 ","222,900","83,587.50",,
209044300,"MALLA PARA REFORZAR PLANOS ANATOMICOS  SE SOLICITA DE 7.5 CM X 12.5CM                                                                                                                                                                                                                                                                                                                                        Para reparaci¢n tisular convencional y laparosc¢pica.
Especificaciones: 
1. EstÇril.
2. Polipropileno monofilamentoso no absorbible.
3. Flexible.
4. Bordes lisos redondeados.
5. Autoexpandible.
6. Tama§os:
? 7.5cm a 30.4cm (3? a 12?) x 7.5cm a 35.5cm (3? a 14?).",48.00 ,0 ,0 ,0 ,0,0.00,,
209044400,MALLA PARA REFORZAR PLANOS ANATOMICOS. SE SOLICITA TAMA•O DE 15 CM X 15CM,19.60 ,0 ,0 ,0 ,0,0.00,,
209044401,"MALLA PARA REFORZAR PLANOS ANATOMICOS, 3"" A 10"" (7.5 A 25.4CM.) X 5"" A 14"" ( 12.5CM  A 35CM),  (SOLICITAMOS  22.9CM X 35CM.)",131.50 ,0 ,0 ,0 ,0,0.00,,
209045000,MASCARILLA RECTANGULAR CON VISOR  (SE SOLICITA CON VISOR PARA ADULTO),0.16 ,"1,214,032 ","25,000 ","2,500 ","1,241,532","197,031.13",,
209045100,MASCARILLA PARA OXIGENO DE MEDIA CONCENTRACION  (SE SOLICITA TAMA•O ADULTO ALARGADA SIN RESVORIO )                                                                                                                                                                                                                                                            ,1.66 ,0 ,0 ,0 ,0,0.00,,
209045200,"MASCARILLA RECTANGULAR DESECHABLE CUATRO TIRAS , CON O SIN VISOR.                      (SE SOLICITA  SIN VISOR TAMA•O ADULTO)",0.09 ,"62,800 ","4,000 ",0 ,"66,800","6,012.00",,
209045301,"CONECTOR PARA ADMINISTRACION DE SOLUCION INTRAVENOSA CON BURETA (MICROGOTERO) (SE SOLICITA SITIO DE INYECCION CON MENBRANA  Y SITIO EN""Y""  LIBRE DE AGUJA) (SOLICITAMOS LIBRE DE AGUJA.)
",2.31 ,200 ,0 ,0 ,200,461.00,,
209045304,MICRONEBULIZADOR CON MASCARA           (SE SOLICITA TAMA•O PEDIµTRICO),0.40 ,"1,000 ","2,500 ","1,000 ","4,500","1,816.43",,
209045306,MICRONEBULIZADOR CON MASCARA.          (SE SOLICITA TAMA•O ADULTO),0.41 ,0 ,0 ,"1,400 ","1,400",580.23,,
209045502,ALGOD‡N EN MOTAS (Se solicita mota de 0.7gr) ,0.01 ,"16,200,600 ","1,976,000 ","1,199,000 ","19,375,600","96,878.00",,
209046111,"PA•AL DESECHABLE PARA RECIEN NACIDO HASTA 5 LIBRAS (2.27Kg)                                                                                                                                                                                                                                                         
",0.22 ,"15,400 ",0 ,0 ,"15,400","3,311.00",,
209046112,"PA•AL DESECHABLE PARA ADULTO                 (SE SOLICITA TAMA•O DE CINTURA 45"" A  58"" ( 114.3 CM A 147.32 CM)DE TELA NO TEJIDA)",0.41 ,0 ,0 ,0 ,0,0.00,,
209046113,PA•AL DESECHABLE PARA NI•O.                                           (SE SOLICITA  PESO DE 6 LBS A 14 LBS),0.25 ,0 ,0 ,0 ,0,0.00,,
209046114,PA•AL DESECHABLE PARA NI•O  SE SOLICITA PESO DE 12 A 24 LBS.                                                                                                                                                                                                                                                      ,0.31 ,0 ,0 ,0 ,0,0.00,,
209046700,"PAPEL PARA ESTERILIZAR GRADO MêDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO),                  (SE SOLICITA DE 8"" X 8"" (20 CMS X 20 CMS).",0.03 ,0 ,0 ,0 ,0,0.00,,
209046701,"PAPEL PARA ESTERILIZAR GRADO MêDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO) SE SOLICITA DE 12"" X  12"" (30 CMS X 30 CMS)",0.06 ,0 ,0 ,0 ,0,0.00,,
209046704,"PAPEL PARA ESTERILIZAR GRADO MêDICO (MINIMO 60 GRAMOS POR METRO CUADRADO), SE SOLICITA DE 16"" X  16"" (40 CMS X 40 CMS)",0.04 ,0 ,0 ,0 ,0,0.00,,
209046705,"PAPEL PARA ESTERILIZAR GRADO MêDICO (MINIMO 60 GRAMOS POR METRO CUADRADO),  SE SOLICITA 18"" X 18"" (46 CMS. X 46 CMS.)",0.08 ,0 ,0 ,0 ,0,0.00,,
209046707,"PAPEL PARA ESTERILIZAR GRADO MêDICO (MINIMO DE 60 GRAMOS POR METRO CUADRADO),             (SE SOLICITA DE 24"" X 24"" 60 CMS. X 60 CMS.)",0.12 ,0 ,0 ,0 ,0,0.00,,
209046709,"PAPEL PARA ESTERILIZAR GRADO MêDICO (M÷NIMO 60 GRAMOS POR METRO CUADRADO),  SOLICITAMOS 30"" X 30"" (75 CMS. 75 CMS).",0.22 ,0 ,0 ,0 ,0,0.00,,
209047500,"PINZA DE AGARRE LAPAROSCOPICA CON DIENTE, 5MM DESECHABLE",60.54 ,0 ,0 ,0 ,0,0.00,,
209047501,"INSTRUMENTO PARA LIGAR VASOS DE TITANIUM, DESECHABLE  (SE SOLICITA TAMA•O GRANDE)",94.54 ,0 ,216 ,40 ,256,"24,202.24",,
209047502,"INSTRUMENTO PARA LIGAR VASOS DE TITANIUM, DESECHABLE  (SE SOLICITA TAMA•O MEDIANO)",60.89 ,0 ,0 ,0 ,0,0.00,,
209047600,PLACA PARA IMPRESI‡N PLANTAR,1.15 ,0 ,0 ,0 ,0,0.00,,
209048600,"SISTEMA CERRADO PARA DRENAJE DE FLUIDOS CONTINUOS. SE SOLICITA DE 19FR.,  DE SILICONA RESERVORIO 400CC A 450CC",33.69 ,0 ,0 ,0 ,0,0.00,,
209048901, SISTEMA PARA ASPIRACION DE MUESTRA DE MUCOSIDADES (TRAMPA),1.05 ,"2,200 ",200 ,"1,000 ","3,400","3,575.44",,
209049500,JUEGO DE BOLSA DESECHABLE PARA CADµVER,6.93 ,"32,250 ",25 ,350 ,"32,625","226,091.25",,
209049600,CONECTOR LIBRE DE AGUJAS PARA ACCESOS VASCULARES VENOSOS,1.74 ,0 ,0 ,0 ,0,0.00,,
209049700,SET DESECHABLE PARA REMOVER PUNTOS DE SUTURAS. SE SOLICITA PINZA DE METAL,1.77 ,0 ,0 ,0 ,0,0.00,,
209049704,"SISTEMA DE CATêTER URETERAL DOBLE J, PARA ADULTO.                    (SE SOLICITA DIAMETRO DE 6FR)",132.50 ,0 ,0 ,0 ,0,0.00,,
209049800,"BANDEJA PARA PREPARACI‡N Y RASURADO DE LA PIEL
DESECHABLE PARA LA PREPARACION Y RASURADO DE LA PIEL, COMPUESTO POR: 1- BANDEJA PL∑STICA CON COMPARTIMIENTOS. 2- UNA MAQUINA DE RASURAR CON SU HOJA. 3- GASA 4"" X 4"". 4- CON SOLUCION JABONOSA DE BETHADINE. 5- DOS (2) APLICADORES DE 3"" CON PUNTA DE ALGOD„N. 6- DOS (2)TOALLAS PARA LA LIMPIEZA.BANDEJA PARA PREPARACION Y RASURADO DE LA PIEL.",1.29 ,0 ,0 ,0 ,0,0.00,,
209049802,RECIPIENTE PARA SUCCION  SE SOLICITA Con v†lvulas de cierre,2.74 ,0 ,150 ,500 ,650,"1,777.75",,
209049803,"RECIPIENTE PARA SUCCION      SE SOLICITA Con v†lvulas de cierre -Capacidad De  2000 A 3000 cc DEBE ENTREGAR LOS EQUIPOS Y CONECTORES NECESARIOS PARA SU UTILIZACION, MINIMO 300 UNIDADES O SER COMPATIBLE CON EQUIPO EN LA INSTITUCION ADJUDICACION GLOBAL CON EL RENGLON 367",2.77 ,0 ,0 ,0 ,0,0.00,,
209050104,SISTEMA DE SUCCION E IRRIGACION LAPAROSCOPICA CON ESPATULA,54.97 ,"8,763 ",0 ,0 ,"8,763","481,675.82",,
209051000,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. SE SOLICITA TAMA•O 8 FR,0.40 ,0 ,0 ,0 ,0,0.00,,
209051001,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMA•O 10 FR),0.40 ,0 ,"2,200 ","2,080 ","4,280","1,698.30",,
209051002,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMA•O 12 FR),0.44 ,0 ,0 ,0 ,0,0.00,,
209051003,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMA•O 14 FR),0.39 ,0 ,0 ,0 ,0,0.00,,
209051004,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. SE SOLICITA  TAMA•O 16FR,0.64 ,"7,220 ","2,200 ",100 ,"9,520","6,045.20",,
209051005,SONDA LISA DE CAUCHO BLANDO ROJO PARA CATETERISMO URETRAL. (SE SOLICITA TAMA•O 18 FR),0.42 ,0 ,0 ,0 ,0,0.00,,
209051201,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 8FR DE 35CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.
",0.99 ,0 ,0 ,0 ,0,0.00,,
209051300,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 10FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.

",0.72 ,0 ,0 ,0 ,0,0.00,,
209051301,"CATETER DE SUCCION NASO-FARINGEA. (SE SOICITA, CALIIBRE 12FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.)",0.45 ,0 ,0 ,0 ,0,0.00,,
209051302,"CATETER DE SUCCION NASO-FARINGEA . SE SOLICITA, CALIBRE 14FR DE 45CM DE LONGITUD, CON GRADUACION Y PRESENTACION LONGITUDINAL.

",0.59 ,0 ,0 ,0 ,0,0.00,,
209051303,"CATETER DE SUCCION NASO-FARINGEA. (SE SOLICITA, CALIBRE 16FR DE 45CM DE LONGITD, CON GRADUACION Y PRESENTACION LONGITUDINAL.)",0.59 ,0 ,0 ,0 ,0,0.00,,
209051304,"CATETER DE SUCCION NASO-FARINGEA SE SOLICITA CALIBRE 18Fr,45cm DE LONGITUD CON GRADUACION Y PRESENTACION LONGITUDINAL
",0.74 ,0 ,"1,200 ",0 ,"1,200",888.00,,
209051901,"MALLA HEMOSTATICA  (SE SOLICITA TIPO MALLA 2"" X 14"", 5CM X 35CM)                                                                                                                                                                                                                                                                                                                            ",22.25 ,0 ,0 ,0 ,0,0.00,,
209051902,"MALLA HEMOSTATICA       SE SOLICITA  TIPO MALLA 4"" X 8"", 10CM X 20CM",31.94 ,0 ,0 ,0 ,0,0.00,,
209051903,MALLA HEMOSTATICA (SE SOLICITA TIPO TELA DE 7.5 CM X 10.2CM DE LARGO).,72.17 ,0 ,0 ,0 ,0,0.00,,
209051906,MALLA QUIRURGICA TRIDIMENSIONAL PARA REFORZAR PLANOS ANATOMICOS  SE SOLICITA  4.5CM X 7.5CM                                                                                                                                                                                                                      ,194.12 ,0 ,0 ,0 ,0,0.00,,
209051907,MALLA QUIRURGICA TRIDIMENSIONAL PARA REFORZAR PLANOS ANATOMICOS  (SE SOLICITA 4.5CMS X 10CM  (BASE DE 10CMS TAMA•O GRANDE)                                                                                                                                                                                                                      ,206.11 ,0 ,0 ,0 ,0,0.00,,
209052001,MALLA EXPANDIBLE TUBULAR            (SE SOLICITA TAMA•O 1),3.62 ,0 ,244 ,38 ,282,"1,021.55",,
209052002, MALLA EXPANDIBLE TUBULAR. SE SOLICITA  TAMA•O 2 CON CODIFICACI‡N DE COLORES. ,3.13 ,0 ,14 ,0 ,14,43.82,,
209052004," MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMA•O 4, SIN CODIFICADOR DE COLORES.",5.39 ,0 ,334 ,0 ,334,"1,798.59",,
209052005,MALLA EXPANDIBLE TUBULAR.           (SE SOLICITA TAMA•O 5),6.89 ,0 ,0 ,0 ,0,0.00,,
209052006, MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMA•O 6,6.99 ,0 ,0 ,0 ,0,0.00,,
209052007,MALLA EXPANDIBLE TUBULAR.  SE SOLICITA TAMA•O 7,8.68 ,0 ,0 ,0 ,0,0.00,,
209052008,MALLA EXPANDIBLE TUBULAR.   (SE SOLICITA TAMA•O 8 SIN CODIFICADOR DE COLORES),9.28 ,"24,820 ",66 ,52 ,"24,938","231,427.63",,
209052009,MALLA EXPANDIBLE TUBULAR. SE SOLICITA TAMA•O 9 SIN CODIFICADOR DE COLORES.,16.23 ,720 ,737 ,50 ,"1,507","24,451.08",,
209052102,"FêRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA CIRCUNFERENCIA: PEQUE•O DE 10"" A 13"". ALTURA: DE 2¨ A 3¨",10.82 ,262 ,0 ,0 ,262,"2,835.93",,
209052103,"FêRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA, CIRCUNFERENCIA: MEDIANO DE 13"" A 16"". ALTURA: DE 2¨ A 4¨",20.00 ,0 ,0 ,0 ,0,0.00,,
209052104,"FêRULA CERVICAL PARA CUELLO DE DOS PIEZAS, TIPO PHILADELPHIA (Se solicita circunferencia grande de  16"" a 19"", altura de 1´"" a 5¨"")                                                                                                   ",14.11 ,558 ,40 ,30 ,628,"8,861.08",,
209052502,TAPON HEPARINIZADO PARA CANULA INTRAVENOSA. Para el cierre temporal de c†nula intravenosa y administraci¢n de medicamentos a intervalos regulares.(Se Solicita con membrana de l†tex y con Con conexi¢n de rosca (luer lock).,0.17 ,0 ,0 ,0 ,0,0.00,,
209052801,TIJERA CURVA PARA CIRUGIA LAPAROSC‡PICA. ,34.22 ,0 ,0 ,0 ,0,0.00,,
209053500,TUBO UNIVERSAL DE PLASTICO.  SE SOLICITA DE 6 MM. (1/4 DE PULGADA) DE LONGITUD DE 30 MT. (100PIES),9.93 ,0 ,0 ,0 ,0,0.00,,
209054600,"TUBO NASOGASTRICA TIPO LEVIN .SOLICITAMOS TAMA•O 8 FR, LONG 120CM.
",1.12 ,0 ,0 ,0 ,0,0.00,,
209054601,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMA•O 10FR, LONG 120CM
",0.62 ,400 ,600 ,400 ,"1,400",861.00,,
209054602,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMA•O 12 FR, LONG 120CM
",0.98 ,200 ,540 ,280 ,"1,020",994.50,,
209054603,"TUBO NASOGASTRICA TIPO LEVIN (SOLICITAMOS TAMA•O 14FR, LONG 120CM)",0.92 ,"2,480 ",100 ,0 ,"2,580","2,373.60",,
209054700,"TUBO NASOGASTRICA TIPO LEVIN. SOLICITAMOS TAMA•O 18 FR, LONG 120CM",1.05 ,0 ,240 ,0 ,240,250.80,,
209054800,"TUBO NASOGµSTRICO TIPO LEVIN (Se solicita de 16 FR, longitud 120cm)  
",0.96 ,0 ,0 ,0 ,0,0.00,,
209055601,TUBO ENDOTRAQUEAL CON BALON            (SE SOLICITA TAMA•O DE 7MM),0.51 ,"98,330 ","1,260 ",970 ,"100,560","51,587.28",,
209055602,TUBO ENDOTRAQUEAL CON BALON. SE SOLICITA TAMA•O DE 7.5MM,0.51 ,"49,520 ","2,970 ",570 ,"53,060","27,219.78",,
209055603,TUBO ENDOTRAQUEAL CON BALON             (SE SOLICITA TAMA•O DE 8MM),0.51 ,"75,300 ",350 ,490 ,"76,140","39,059.82",,
209055604,TUBO ENDOTRAQUEAL CON BALON.                                      (SE SOLICITA TAMA•O DE 8.5MM),0.51 ,0 ,930 ,0 ,930,477.09,,
209055901,CANÈLA DE TRAQUEOSTOM÷A. SE SOLICITA TAMA•O N¯ 8,46.25 ,0 ,0 ,104 ,104,"4,810.00",,
209055904,CANÈLA DE TRAQUEOSTOM÷A.                      (SE SOLICITA TAMA•O N¯ 6),39.99 ,0 ,272 ,0 ,272,"10,877.28",,
209056301,CµNULA OROFARINGEA TIPO BERMAN (SE SOLICITA DE 90MM ADULTO).,232.00 ,0 ,"2,400 ",0 ,"2,400","556,800.00",,
209056302,CANULA OROFARINGEA TIPO BERMAN. SE SOLICITA N¯10 (100MM) ADULTO,0.53 ,0 ,0 ,0 ,0,0.00,,
209056400,"SONDA O TUBO PARA ALIMENTACI‡N ENTERAL DE 5 FR A 20FR, Se solicita calibre 5FR y 38cm de longitud CON TAPON INCORPORADO
",1.72 ,0 ,0 ,0 ,0,0.00,,
209056500,SONDA O TUBO PARA ALIMENTACION ENTERAL DE 5 FR A 20FR.        (SE SOLICITA CALIBRE 8 FR Y 38CM DE LONGITUD),0.55 ,"7,000 ",185 ,400 ,"7,585","4,171.75",,
209056700,"TUBOS DE DRENAJE TIPO PENROSE. SE SOLICITA 1/4"" 6.35MM x 45.7 CM",0.97 ,0 ,0 ,0 ,0,0.00,,
209056702,"TUBO DE DRENAJE TIPO PEMROSE. SE SOLICITA DE:  1/2"" (12.70MM)  X 12"" (30.5CM)  DE LONGITUD",1.50 ,0 ,0 ,0 ,0,0.00,,
209056800,CANULA NASAL PARA ADMINISTRAR OXIGENO (SE SOLICITA TAMA•O ADULTO),0.86 ,0 ,0 ,0 ,0,0.00,,
209056801,CANULA NASAL PARA ADMINISTRAR OXIGENO. SE SOLICITA: TAMA•O PEDIATRICO,0.18 ,0 ,0 ,0 ,0,0.00,,
209057600,VASO PLµSTICO DESECHABLE  PARA MEDICAMENTO (SE SOLICITA SIN TAPA),0.03 ,"1,055,000 ","85,400 ","176,800 ","1,317,200","38,198.80",,
209057702,"VENDA ABDOMINAL QUIRÈRGICA . SE SOLICITA  TAMA•O 18 X 18"" PULGADAS.                                                                                                                                                                                                                          
Venda abdominal de gasa prelavada, EstÇril De 8˘ a 18"" x 18""a 36˘ Malla de 20 a 24 x 28 hilos, Cuatro a seis(4-6) dobleces. Con elemento radio-opaco. LA INSTITUCION SOLICITARA EL TAMA•O REQUERIDO.",0.40 ,"3,000 ","58,800 ","1,200 ","63,000","24,885.00",,
209057800,"VENDA AJUSTABLE DE GASA ABSORBENTE DE 1 A 2 DOBLECES (Se solicita de 1"") ",0.16 ,0 ,0 ,0 ,0,0.00,,
209057801,"VENDA AJUSTABLE DE GASA ABSORBENTE DE 1 A 2 DOBLECES. SE SOLICITA TAMA•O DE  2""",0.08 ,0 ,0 ,0 ,0,0.00,,
209057802,"VENDA AJUSTABLE DE GASA ABSORBENTE DE 1 A 2 DOBLECES. SE  SOLICITA  TAMA•O DE  3""",0.12 ,0 ,0 ,0 ,0,0.00,,
209057803,"VENDA AJUSTABLE DE GASA ABSORBENTE DE 1 A 2 DOBLECES. SE  SOLICITA TAMA•O DE  4""",0.14 ,0 ,0 ,0 ,0,0.00,,
209058002,"VENDA DE GASA SIMPLE 1 A 4"" DE ANCHO                                                                                                                                                                                                              ",0.24 ,0 ,0 ,0 ,0,0.00,,
209058003,"VENDA DE GASA SIMPLE  (Se solicita de 4"" de ancho y 10yds de longitud). ",0.60 ,0 ,0 ,0 ,0,0.00,,
209058100,"VENDA ELASTICA  SE SOLICITA 2"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                            ",0.65 ,0 ,0 ,0 ,0,0.00,,
209058101,"VENDA ELASTICA  SE SOLICITA 3"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",0.26 ,0 ,0 ,0 ,0,0.00,,
209058102,"VENDA ELASTICA  SE SOLICITA 4"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",1.34 ,0 ,0 ,0 ,0,0.00,,
209058103,"VENDA ELASTICA  SE SOLICITA 6"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",0.69 ,0 ,0 ,0 ,0,0.00,,
209058300,"VENDA DE YESO     (SE SOLICITA DE FRAGUADO RµPIDO DE 3"" X 3 YARDAS, DE MAXIMO DE 5 MINUTOS)",1.08 ,0 ,"1,152 ",0 ,"1,152","1,244.16",,
209058301,"VENDA DE YESO . SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 4"" X 3 YARDAS",2.02 ,0 ,0 ,0 ,0,0.00,,
209058302,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE  4"" X 5 YARDAS.",2.06 ,0 ,0 ,0 ,0,0.00,,
209058303,"VENDA DE YESO  SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 5"" X 5 YARDAS",2.45 ,0 ,"2,728 ",0 ,"2,728","6,683.60",,
209058304,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 6"" X 5 YARDAS.",3.53 ,"3,024 ","1,440 ","1,068 ","5,532","19,527.96",,
209058306,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE  5 MINUTOS DE  8"" X 5 YARDAS.",3.49 ,0 ,"1,256 ",0 ,"1,256","4,383.44",,
209058400,"VENDA DE GASA ABSORBENTE AJUSTABLE,  6 DOBLECES",0.76 ,"6,800 ",0 ,0 ,"6,800","5,168.00",,
209058900,"SUTURA CATGUT CR‡MICO, CALIBRE 0, LONGITUD 67 A 75 CM.  AGUJA DE 35 A 37MM, DELGADA, ´ ÷IRCULO, PUNTA REDONDA. ",1.14 ,"57,984 ",960 ,336 ,"59,280","67,282.80",,
209059200,"SUTURA: CATGUT CR‡MICO, CALIBRE 1",1.30 ,0 ,0 ,0 ,0,0.00,,
209059300,"SUTURA: CATGUT CR‡MICO, (SE SOLICITA CALIBRE 1)",0.82 ,0 ,0 ,0 ,0,0.00,,
209059400,"SUTURA: CATGUT CR‡MICO, CALIBRE 1, LONGITUD 75 CM,  AGUJA DE  37 MM, GRUESA, ´ C÷RCULO, PUNTA REDONDA GRUESA. ",1.21 ,"4,104 ",792 ,0 ,"4,896","5,924.16",,
209059700,"SUTURA: CATGUT CR‡MICO, CALIBRE 2-0",1.40 ,0 ,0 ,0 ,0,0.00,,
209059800,"SUTURA: CATGUT CR‡MICO CALIBRE  2-0,  SE SOLICITA DE LONGITUD DE 75 CM CON AGUJA DE 37 MM PUNTA REDONDA DELGADA",0.95 ,0 ,0 ,0 ,0,0.00,,
209059901,"SUTURA: CATGUT SIMPLE, CALIBRE 2-0, LONGITUD 67 A 75cm, AGUJA DE 20 A 22mm, ´ C÷RCULO, PUNTA REDONDA ESTêRIL ",1.39 ,0 ,0 ,0 ,0,0.00,,
209060000,"SUTURA: CATGUT CR‡MICO, CALIBRE 3-0",1.70 ,0 ,0 ,0 ,0,0.00,,
209060300,"SUTURA: CATGUT CROMICO, CALIBRE 4-0",0.73 ,"3,456 ",912 ,528 ,"4,896","3,581.82",,
209060500,"SUTURA: CATGUT CR‡MICO, CALIBRE  5-0, LONGITUD 45 CM. AGUJA DE 12 o 13 MM., ? C÷RCULO, PUNTA CORTANTE ESTêRIL. ",1.12 ,"2,976 ","1,200 ",144 ,"4,320","4,838.40",,
209062502,"SUTURA: POLIPROPILENO MONOFILAMENTO AZUL, CALIBRE 0",0.87 ,0 ,0 ,0 ,0,0.00,,
209062504,"SUTURA: POLIPROPILENO MONOFILAMENTO AZUL, CALIBRE 2-0, AGUJA REDONDA LONGITUD 75 A 90 CM. AGUJA DOBLE DE 25 A 26 MM., ´ C÷RCULO, PUNTA REDONDA ESTêRIL. ",1.18 ,0 ,"2,712 ",864 ,"3,576","4,219.68",,
209062506,"SUTURA DE POLIPROPILENO MONOFILAMENTO AZUL,CALIBRE1",0.93 ,0 ,"4,656 ",0 ,"4,656","4,337.16",,
209062602,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 3-0",0.51 ,0 ,0 ,0 ,0,0.00,,
